Demande Devis,Interest Level,Meeting Notes,Decision Level,Connait Marque,converted
True,Chaud,"Pas de projet à court terme, juste en phase d'information",Conducteur de travaux,False,0
False,Froid,"Projet confirmé, attend notre proposition commerciale, délai 3 semaines",Promoteur immobilier,True,1
False,Tiède,"Besoin urgent avant fin juin, veut avancer rapidement, pas de concurrent mentionné",Chef d'agence négoce,True,1
True,Chaud,"Très intéressé par nos produits, demande un devis pour un chantier de taille standard",Promoteur immobilier,True,1
False,Froid,"Intéressé mais trouve nos prix trop élevés, compare avec Knauf",Conducteur de travaux,False,1
True,Chaud,"Test avec un concurrent en cours, reviendra vers nous si insatisfait",Responsable achats,False,0
False,Froid,Pas de chantier prévu avant 18 mois minimum,Architecte,False,0
False,Froid,"Marché en pause, gel des investissements jusqu'à l'an prochain",Responsable achats,False,0
False,Froid,"Satisfait de son fournisseur actuel, pas motivé pour changer",Conducteur de travaux,False,0
False,Chaud,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Architecte,True,0
False,Tiède,"Marché en pause, gel des investissements jusqu'à l'an prochain",Conducteur de travaux,False,1
True,Chaud,"Budget annuel disponible, cherche à référencer un nouveau fournisseur rapidement",Architecte,True,0
False,Tiède,"Trouve notre offre trop chère, Saint-Gobain proposé 15% moins cher",Conducteur de travaux,True,0
True,Chaud,"Réunion très engagée, a pris des notes, veut une offre ferme cette semaine",Architecte,False,1
True,Chaud,"Très satisfait de la présentation, a partagé nos docs avec son associé",Promoteur immobilier,True,1
False,Froid,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Chef d'agence négoce,True,0
False,Froid,"A comparé avec un concurrent, leur offre est plus compétitive",Promoteur immobilier,False,0
False,Froid,"Très attaché à son fournisseur actuel, pas ouvert à un changement",Responsable achats,False,0
False,Tiède,"Responsable très impliqué, veut avancer vite, budget confirmed",Responsable achats,True,1
True,Chaud,"Réunion de 90 min, très impliqué, a demandé une visite chantier",Conducteur de travaux,False,1
False,Froid,"Concurrent bien installé avec un contrat cadre, difficile de rentrer",Architecte,False,0
False,Froid,"Réunion téléphonique expéditive, à peine 15 minutes, pas de signal positif",Chef d'agence négoce,True,0
False,Chaud,"Budget annuel disponible, cherche à référencer un nouveau fournisseur rapidement",Promoteur immobilier,False,1
False,Tiède,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Conducteur de travaux,True,0
True,Chaud,"Nouveau chantier démarré, besoin urgent de matériaux, budget OK",Promoteur immobilier,True,1
True,Chaud,"Chantier prévu avril, budget ok, compare encore avec Saint-Gobain",Conducteur de travaux,True,0
True,Tiède,"Responsable très impliqué, veut avancer vite, budget confirmed",Chef d'agence négoce,True,1
True,Tiède,"Réunion productive, a partagé les specs du projet mais rien de signé",Chef d'agence négoce,False,1
False,Tiède,"Chantier démarré en juin, veut sécuriser les approvisionnements maintenant",Responsable achats,False,0
True,Chaud,"Veut voir une réf chantier avant de s'engager, à organiser une visite",Conducteur de travaux,False,1
False,Tiède,"Veut voir une réf chantier avant de s'engager, à organiser une visite",Promoteur immobilier,False,0
False,Tiède,"Intéressé par le produit, mais son cycle d'achat est long",Conducteur de travaux,False,0
False,Tiède,"Sous contrat cadre avec un concurrent, difficile de rentrer à court terme",Promoteur immobilier,False,1
True,Tiède,"Budget approuvé, souhaite un rendez-vous pour finaliser la commande",Chef d'agence négoce,False,1
True,Chaud,"Budget annuel disponible, cherche à référencer un nouveau fournisseur rapidement",Conducteur de travaux,False,1
False,Froid,"Réunion productive, a partagé les specs du projet mais rien de signé",Promoteur immobilier,False,1
False,Tiède,"Sensible au rapport qualité/prix, attend un geste commercial pour avancer",Chef d'agence négoce,True,1
True,Chaud,"Appel entrant - il nous a contacté directement, projet en phase de lancement",Chef d'agence négoce,False,1
True,Chaud,"Chantier imminent, a demandé les fiches techniques, budget débloqué",Promoteur immobilier,False,1
False,Tiède,Intérêt réel mais cycle budgétaire annuel - décision prévue en septembre,Conducteur de travaux,True,0
False,Tiède,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Architecte,True,0
True,Chaud,"Besoin urgent avant fin mai, veut avancer rapidement, pas de concurrent mentionné",Chef d'agence négoce,True,1
False,Chaud,"Projet signé avec le maître d'ouvrage, prescrit nos produits dans les plans",Architecte,False,0
False,Froid,"Chantier annulé, plus de besoin pour le moment",Chef d'agence négoce,False,0
True,Chaud,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Promoteur immobilier,True,1
True,Tiède,"Satisfait de son fournisseur actuel, pas motivé pour changer",Architecte,False,0
False,Froid,"Réunion téléphonique expéditive, à peine 15 minutes, pas de signal positif",Chef d'agence négoce,False,0
False,Tiède,"Bon contact mais la marge est serrée, veut une remise supplémentaire",Chef d'agence négoce,False,0
False,Froid,"Satisfait de son fournisseur actuel, pas motivé pour changer",Architecte,False,0
False,Chaud,"Budget signé, commande probable d'ici 3 semaines, très motivé",Promoteur immobilier,False,1
False,Tiède,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Responsable achats,False,0
True,Tiède,"Pas sensible à nos arguments, resté sur ses positions tout au long de l'entretien",Responsable achats,True,1
True,Chaud,"Nouveau chantier démarré, besoin urgent de matériaux, budget OK",Chef d'agence négoce,False,1
False,Chaud,"Budget annuel disponible, cherche à référencer un nouveau fournisseur rapidement",Conducteur de travaux,False,0
False,Tiède,"Compare nos prix avec Isover, attend notre contre-proposition",Chef d'agence négoce,False,0
False,Chaud,"Urgence réelle, son fournisseur habituel en rupture, cherche une solution immédiate",Responsable achats,False,1
False,Tiède,"Sous contrat cadre avec un concurrent, difficile de rentrer à court terme",Architecte,True,1
False,Froid,"Pas de budget prévu cette année, à relancer en Q3",Chef d'agence négoce,True,0
True,Tiède,"Demande de devis pour 500m² de matériaux, livraison souhaitée avant avril",Conducteur de travaux,False,1
False,Tiède,"Volume important prévu sur l'année, demande tarifs et conditions",Responsable achats,True,1
False,Froid,"Connaît la marque de réputation, veut voir des références de chantiers similaires",Responsable achats,True,0
True,Chaud,"A évoqué Saint-Gobain comme référence, veut des arguments différenciants",Responsable achats,True,1
True,Chaud,"Budget annuel disponible, cherche à référencer un nouveau fournisseur rapidement",Chef d'agence négoce,True,1
False,Chaud,"Chantier prévu avril, budget ok, compare encore avec Saint-Gobain",Responsable achats,False,0
True,Chaud,"Chantier prévu avril, budget ok, compare encore avec Saint-Gobain",Conducteur de travaux,False,0
False,Tiède,A demandé une proposition commerciale pour présenter en interne,Promoteur immobilier,True,1
False,Tiède,"Pas sensible à nos arguments, resté sur ses positions tout au long de l'entretien",Conducteur de travaux,True,0
False,Chaud,"Très satisfait de la présentation, a partagé nos docs avec son associé",Promoteur immobilier,True,1
False,Tiède,"Sensible au service, moins au prix, à convaincre sur notre SAV",Chef d'agence négoce,True,0
True,Chaud,"Réunion informative, pas d'engagement, veut comparer les options",Architecte,True,0
True,Chaud,"Projet à confirmer, dépend d'un appel d'offres en cours",Conducteur de travaux,True,1
True,Tiède,"Volume trop faible pour négocier, reste avec son fournisseur habituel",Chef d'agence négoce,True,0
False,Tiède,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Architecte,True,0
False,Tiède,"Sous contrat cadre avec un concurrent, difficile de rentrer à court terme",Promoteur immobilier,True,0
True,Tiède,"Budget non validé par la direction, projet gelé indéfiniment",Architecte,True,0
False,Tiède,"Budget annuel disponible, cherche à référencer un nouveau fournisseur rapidement",Architecte,False,0
True,Chaud,"Chantier 200m² à venir, souhaite un partenariat durable avec nous",Promoteur immobilier,True,1
True,Froid,"Intéressé mais trouve nos prix trop élevés, compare avec un concurrent",Conducteur de travaux,False,0
True,Tiède,"Knauf déjà présent sur ses chantiers, veut un avantage clair pour switcher",Conducteur de travaux,False,1
False,Froid,"Sensible à notre argumentaire, mais concurrent en place depuis 3 ans",Chef d'agence négoce,False,0
False,Froid,"Volume important prévu sur l'année, demande tarifs et conditions",Responsable achats,True,1
True,Chaud,"A déjà travaillé avec nos produits, satisfait, nouvelle commande à venir",Responsable achats,False,1
False,Froid,"Pas de projet signé, en phase de prospection pour lui-même",Conducteur de travaux,False,0
False,Tiède,"Besoin de grande envergure pour chantier en novembre, demande de devis immédiat",Architecte,True,1
False,Froid,"Pas de budget disponible cette année, peut-être l'année prochaine",Promoteur immobilier,True,0
False,Tiède,"A comparé avec un concurrent, leur offre est plus compétitive",Chef d'agence négoce,False,0
False,Tiède,"Bon contact mais la marge est serrée, veut une remise supplémentaire",Architecte,True,0
False,Chaud,"Réunion productive, a partagé les specs du projet mais rien de signé",Conducteur de travaux,False,1
False,Tiède,"Volume trop faible pour négocier, reste avec son fournisseur habituel",Promoteur immobilier,False,0
False,Tiède,"A chiffré avec un concurrent 15% moins cher, demande alignement tarifaire",Promoteur immobilier,True,1
False,Tiède,"Chantier imminent, a demandé les fiches techniques, budget débloqué",Chef d'agence négoce,False,1
False,Froid,"Intéressé mais trouve nos prix trop élevés, compare avec Knauf",Conducteur de travaux,False,0
False,Chaud,"Projet signé avec le maître d'ouvrage, prescrit nos produits dans les plans",Conducteur de travaux,False,1
False,Tiède,"Sous contrat cadre avec un concurrent, difficile de rentrer à court terme",Chef d'agence négoce,False,0
False,Tiède,"Chantier prévu pour avril, budget validé, cherche le meilleur rapport qualité-prix",Architecte,False,1
True,Tiède,"Sensible au rapport qualité/prix, attend un geste commercial pour avancer",Promoteur immobilier,True,1
True,Chaud,"Nouveau chantier démarré, besoin urgent de matériaux, budget OK",Responsable achats,True,1
True,Tiède,"Motivé par la qualité de nos produits, prêt à signer si prix compétitif",Conducteur de travaux,True,1
True,Chaud,"Intéressé mais le timing ne convient pas, reviendra peut-être plus tard",Responsable achats,False,0
False,Tiède,"Sensible au rapport qualité/prix, attend un geste commercial pour avancer",Conducteur de travaux,True,1
False,Tiède,"Projet en cours de chiffrage, reviendra vers nous dans 2-3 mois",Promoteur immobilier,True,0
False,Tiède,"Projet résidentiel 80 unités, budget confirmé, veut nos conditions tarifaires",Responsable achats,True,1
True,Chaud,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Responsable achats,False,1
False,Tiède,"Knauf déjà présent sur ses chantiers, veut un avantage clair pour switcher",Chef d'agence négoce,True,1
True,Froid,"Travaille déjà avec Knauf, fidèle mais ouvert à tester sur un petit chantier",Responsable achats,False,0
False,Froid,Trop petit volume pour justifier un changement de fournisseur selon lui,Promoteur immobilier,True,0
True,Chaud,"Réunion très engagée, a pris des notes, veut une offre ferme cette semaine",Chef d'agence négoce,False,1
False,Froid,"Mauvaise expérience avec une marque similaire, méfiant envers le secteur",Conducteur de travaux,False,0
True,Chaud,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Responsable achats,True,1
False,Chaud,"Chantier prévu avril, budget ok, compare encore avec Saint-Gobain",Promoteur immobilier,False,0
False,Chaud,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Promoteur immobilier,True,0
False,Froid,"Processus d'achat centralisé, décision pas entre ses mains",Promoteur immobilier,False,0
False,Froid,"Concurrent bien installé avec un contrat cadre, difficile de rentrer",Promoteur immobilier,False,0
False,Froid,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Chef d'agence négoce,False,0
True,Tiède,"Prix trop élevé selon lui, travaille déjà avec un concurrent satisfaisant",Chef d'agence négoce,True,0
False,Froid,"Budget signé, commande probable d'ici 3 semaines, très motivé",Chef d'agence négoce,True,1
True,Chaud,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Promoteur immobilier,True,1
True,Chaud,"Enthousiaste, a posé des questions très précises sur les délais de livraison",Conducteur de travaux,True,0
True,Tiède,"Chef de projet enthousiaste, demande un chiffrage rapide pour validation",Conducteur de travaux,False,1
True,Chaud,"Chantier démarré en juin, veut sécuriser les approvisionnements maintenant",Promoteur immobilier,False,1
False,Tiède,"Pas de budget disponible cette année, peut-être l'année prochaine",Conducteur de travaux,True,0
False,Tiède,"Réunion courte mais positive, a promis de transmettre nos docs à son équipe",Conducteur de travaux,False,0
True,Tiède,"Client actif, référencement en cours, commande test validée",Promoteur immobilier,True,1
True,Chaud,"Budget annuel disponible, cherche à référencer un nouveau fournisseur rapidement",Chef d'agence négoce,True,1
True,Chaud,"Commande test de 50 unités envisagée, veut valider la qualité avant volume",Architecte,True,1
False,Tiède,"Compare nos prix avec Isover, attend notre contre-proposition",Architecte,False,0
False,Froid,"Chef de projet enthousiaste, demande un chiffrage rapide pour validation",Promoteur immobilier,True,1
False,Froid,"Projet en attente de financement, aucune date de réalisation prévue",Promoteur immobilier,True,0
False,Froid,"Intéressé mais trouve nos prix trop élevés, compare avec Rockwool",Promoteur immobilier,False,0
False,Froid,"Réunion téléphonique expéditive, à peine 15 minutes, pas de signal positif",Promoteur immobilier,True,1
False,Tiède,"Budget non validé par la direction, projet gelé indéfiniment",Conducteur de travaux,False,0
False,Tiède,"Bon feeling en réunion, mais projet encore au stade de l'étude de faisabilité",Conducteur de travaux,True,1
True,Chaud,"Chantier démarré en juin, veut sécuriser les approvisionnements maintenant",Chef d'agence négoce,True,1
False,Froid,"A posé des questions techniques, compare plusieurs fournisseurs, pas pressé",Conducteur de travaux,False,1
True,Chaud,"Chantier prévu avril, budget ok, compare encore avec Saint-Gobain",Conducteur de travaux,False,1
False,Tiède,"A chiffré avec un concurrent 15% moins cher, demande alignement tarifaire",Architecte,True,1
True,Chaud,"Nouveau chantier démarré, besoin urgent de matériaux, budget OK",Responsable achats,True,1
False,Tiède,"Veut voir une réf chantier avant de s'engager, à organiser une visite",Promoteur immobilier,True,0
True,Chaud,"Projet résidentiel 80 unités, budget confirmé, veut nos conditions tarifaires",Conducteur de travaux,False,1
False,Froid,"Processus d'achat centralisé, décision pas entre ses mains",Chef d'agence négoce,False,0
True,Chaud,"Chantier prévu avril, budget ok, compare encore avec Saint-Gobain",Promoteur immobilier,False,1
False,Tiède,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Conducteur de travaux,True,1
True,Chaud,"Partenaire potentiel, budget alloué, premier achat prévu ce trimestre",Responsable achats,False,1
True,Tiède,"A demandé des échantillons, projet probable mais délai incertain",Conducteur de travaux,False,1
True,Chaud,"Projet signé avec le maître d'ouvrage, prescrit nos produits dans les plans",Conducteur de travaux,True,1
False,Tiède,"Réunion de 90 min, très impliqué, a demandé une visite chantier",Promoteur immobilier,True,0
True,Chaud,"Commande test de 50 unités envisagée, veut valider la qualité avant volume",Architecte,False,0
False,Froid,"Skeptique sur la performance, veut voir des résultats de tests d'abord",Responsable achats,True,0
False,Tiède,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Responsable achats,True,1
False,Froid,"Intéressé mais trouve nos prix trop élevés, compare avec un concurrent",Chef d'agence négoce,False,0
False,Tiède,"Bonne réunion, ouvert à une proposition, dépend du budget annuel",Chef d'agence négoce,False,0
False,Tiède,"Budget non validé par la direction, projet gelé indéfiniment",Chef d'agence négoce,False,0
True,Chaud,"Nouveau chantier démarré, besoin urgent de matériaux, budget OK",Architecte,True,1
True,Tiède,"A évoqué Saint-Gobain comme référence, veut des arguments différenciants",Conducteur de travaux,False,0
True,Chaud,"Motivé par la qualité de nos produits, prêt à signer si prix compétitif",Chef d'agence négoce,True,1
False,Tiède,"Projet public validé, commande officielle attendue sous 1 mois",Promoteur immobilier,False,1
False,Tiède,"Satisfait de son fournisseur actuel, pas motivé pour changer",Promoteur immobilier,False,0
False,Tiède,"Processus d'achat centralisé, décision pas entre ses mains",Responsable achats,False,0
False,Froid,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Promoteur immobilier,False,0
True,Chaud,"Chantier en cours, satisfait de notre produit, commande complémentaire prévue",Architecte,True,1
False,Tiède,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Conducteur de travaux,False,0
False,Froid,"Pas de budget prévu cette année, à relancer en Q3",Conducteur de travaux,False,0
False,Froid,"Réunion imposée par sa hiérarchie, pas convaincu lui-même",Conducteur de travaux,False,0
False,Froid,"Test avec un concurrent en cours, reviendra vers nous si insatisfait",Conducteur de travaux,True,0
True,Chaud,"Enthousiaste, a posé des questions très précises sur les délais de livraison",Conducteur de travaux,True,1
False,Froid,"Projet reporté à une date indéterminée, pas de budget alloué actuellement",Chef d'agence négoce,False,0
True,Chaud,"Volume important prévu sur l'année, demande tarifs et conditions",Conducteur de travaux,False,1
False,Froid,"Intéressé mais trouve nos prix trop élevés, compare avec Isover",Conducteur de travaux,True,0
False,Chaud,"Besoin urgent avant fin mars, veut avancer rapidement, pas de concurrent mentionné",Chef d'agence négoce,True,1
False,Tiède,"A demandé un rendez-vous de suivi dans 1 mois, pas de décision avant",Chef d'agence négoce,True,0
False,Tiède,Demande de documentation mais pas de projet concret à court terme,Chef d'agence négoce,False,0
False,Tiède,"Demande de devis pour taille standard de matériaux, livraison souhaitée avant avril",Conducteur de travaux,True,1
False,Froid,"Réunion de politesse, pas de projet en vue, ne veut pas changer ses habitudes",Conducteur de travaux,False,0
False,Froid,"Réunion informative, pas d'engagement, veut comparer les options",Conducteur de travaux,False,0
False,Chaud,"Chantier démarré en juin, veut sécuriser les approvisionnements maintenant",Conducteur de travaux,True,1
False,Tiède,Intérêt réel mais cycle budgétaire annuel - décision prévue en septembre,Conducteur de travaux,False,0
False,Froid,"Trouve notre offre trop chère, Isover proposé 15% moins cher",Promoteur immobilier,False,0
False,Froid,"Satisfait de son fournisseur actuel, pas motivé pour changer",Conducteur de travaux,False,0
False,Tiède,"Bonne réunion, ouvert à une proposition, dépend du budget annuel",Architecte,True,0
False,Tiède,Pas de décision avant le prochain comité de direction en septembre,Promoteur immobilier,False,0
False,Chaud,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Chef d'agence négoce,True,1
True,Chaud,"Réunion très engagée, a pris des notes, veut une offre ferme cette semaine",Architecte,True,1
True,Chaud,"Budget approuvé, souhaite un rendez-vous pour finaliser la commande",Promoteur immobilier,True,1
False,Tiède,"Knauf déjà présent sur ses chantiers, veut un avantage clair pour switcher",Chef d'agence négoce,False,0
True,Chaud,"Chantier prévu avril, budget ok, compare encore avec Saint-Gobain",Chef d'agence négoce,False,0
False,Froid,"A évoqué Saint-Gobain comme référence, veut des arguments différenciants",Chef d'agence négoce,True,0
False,Tiède,"Knauf déjà présent sur ses chantiers, veut un avantage clair pour switcher",Conducteur de travaux,True,0
True,Chaud,"Projet signé avec le maître d'ouvrage, prescrit nos produits dans les plans",Promoteur immobilier,True,1
False,Froid,"Marché en pause, gel des investissements jusqu'à l'an prochain",Promoteur immobilier,True,0
False,Chaud,"Chantier prévu pour avril, budget validé, cherche le meilleur rapport qualité-prix",Promoteur immobilier,True,1
True,Chaud,"Chantier de 200 logements en cours, cherche un fournisseur fiable rapidement",Promoteur immobilier,False,0
True,Tiède,"A évoqué Saint-Gobain comme référence, veut des arguments différenciants",Promoteur immobilier,False,0
True,Tiède,"Intéressé mais trouve nos prix trop élevés, compare avec Knauf",Chef d'agence négoce,False,1
True,Chaud,"Appel entrant - il nous a contacté directement, projet en phase de lancement",Responsable achats,True,1
False,Froid,"Sensible au rapport qualité/prix, attend un geste commercial pour avancer",Conducteur de travaux,True,0
True,Chaud,"Chantier un lot complet à venir, souhaite un partenariat durable avec nous",Promoteur immobilier,True,1
False,Froid,"N'a pas pris de notes, pas de questions, clairement pas intéressé",Architecte,False,0
False,Froid,"Peu réceptif, réunion courte, pas de suite prévue",Chef d'agence négoce,False,0
True,Chaud,"Chantier de 200 logements en cours, cherche un fournisseur fiable rapidement",Conducteur de travaux,False,1
True,Chaud,"Chantier imminent, a demandé les fiches techniques, budget débloqué",Chef d'agence négoce,True,0
True,Chaud,"Partenaire potentiel, budget alloué, premier achat prévu ce trimestre",Responsable achats,True,1
True,Froid,"Projet reporté à une date indéterminée, pas de budget alloué actuellement",Conducteur de travaux,True,0
False,Tiède,"Réunion de 90 min, très impliqué, a demandé une visite chantier",Promoteur immobilier,True,1
True,Chaud,"Chantier imminent, a demandé les fiches techniques, budget débloqué",Responsable achats,False,1
False,Chaud,"Sous contrat cadre avec un concurrent, difficile de rentrer à court terme",Conducteur de travaux,False,0
False,Froid,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Responsable achats,True,0
True,Chaud,"Réunion très engagée, a pris des notes, veut une offre ferme cette semaine",Chef d'agence négoce,False,0
False,Froid,"Pas de projet signé, en phase de prospection pour lui-même",Chef d'agence négoce,False,1
True,Chaud,"Veut comparer avec 2 autres fournisseurs avant de décider, à relancer dans 6 semaines",Conducteur de travaux,False,1
True,Chaud,"Chantier de 200 logements en cours, cherche un fournisseur fiable rapidement",Responsable achats,True,1
True,Chaud,"Chantier prévu pour mars, budget validé, cherche le meilleur rapport qualité-prix",Architecte,True,1
True,Tiède,"Projet reporté à une date indéterminée, pas de budget alloué actuellement",Promoteur immobilier,False,0
False,Froid,"Réunion productive, a partagé les specs du projet mais rien de signé",Responsable achats,False,0
True,Tiède,"Sensible au service, moins au prix, à convaincre sur notre SAV",Promoteur immobilier,False,1
False,Froid,"Intéressé mais trouve nos prix trop élevés, compare avec Saint-Gobain",Architecte,False,0
True,Chaud,"Chantier de 200 logements en cours, cherche un fournisseur fiable rapidement",Promoteur immobilier,True,1
True,Chaud,"Marché conclu avec le client final, besoin de livrer en 1 mois",Promoteur immobilier,True,1
False,Tiède,"Compare nos prix avec Isover, attend notre contre-proposition",Chef d'agence négoce,True,1
True,Froid,"Intéressé mais attend validation de son responsable, pas de date fixée",Responsable achats,True,0
False,Tiède,"Volume trop faible pour négocier, reste avec son fournisseur habituel",Promoteur immobilier,False,0
False,Tiède,"Intéressé mais prix au-dessus de son budget initial, cherche à négocier",Chef d'agence négoce,False,1
False,Froid,Pas de chantier prévu avant 18 mois minimum,Responsable achats,False,0
False,Tiède,"A chiffré avec un concurrent 15% moins cher, demande alignement tarifaire",Architecte,False,1
False,Froid,"Pas de budget disponible cette année, peut-être l'année prochaine",Conducteur de travaux,True,0
False,Froid,"Intéressé mais le timing ne convient pas, reviendra peut-être plus tard",Architecte,False,0
True,Chaud,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Responsable achats,True,1
False,Tiède,"Intéressé mais attend validation de son responsable, pas de date fixée",Architecte,True,1
False,Froid,"A raccourci la réunion, peu d'engagement, pas de suite annoncée",Responsable achats,False,1
False,Tiède,"Projet reporté à une date indéterminée, pas de budget alloué actuellement",Responsable achats,False,0
False,Tiède,"Volume important prévu sur l'année, demande tarifs et conditions",Promoteur immobilier,False,1
False,Froid,"Bon contact mais la marge est serrée, veut une remise supplémentaire",Architecte,True,1
False,Tiède,"A chiffré avec un concurrent 15% moins cher, demande alignement tarifaire",Chef d'agence négoce,True,1
False,Chaud,"Enthousiaste, a posé des questions très précises sur les délais de livraison",Conducteur de travaux,True,1
True,Tiède,"Projet en stand-by, décision reportée, pas d'urgence",Responsable achats,False,0
True,Tiède,"Projet résidentiel 80 unités, budget confirmé, veut nos conditions tarifaires",Conducteur de travaux,True,1
True,Tiède,"Appel entrant - il nous a contacté directement, projet en phase de lancement",Architecte,True,1
False,Froid,"Satisfait de son fournisseur actuel, pas motivé pour changer",Responsable achats,False,0
False,Chaud,"Commande test de 50 unités envisagée, veut valider la qualité avant volume",Chef d'agence négoce,False,0
False,Froid,"Chantier annulé, plus de besoin pour le moment",Promoteur immobilier,False,0
True,Tiède,"A chiffré avec un concurrent 15% moins cher, demande alignement tarifaire",Promoteur immobilier,False,1
False,Froid,Trop petit volume pour justifier un changement de fournisseur selon lui,Conducteur de travaux,False,0
True,Tiède,"Intéressé mais le timing ne convient pas, reviendra peut-être plus tard",Responsable achats,True,0
False,Froid,"Peu réceptif, réunion courte, pas de suite prévue",Conducteur de travaux,True,1
False,Froid,"Budget non validé par la direction, projet gelé indéfiniment",Conducteur de travaux,True,0
True,Chaud,"Chef de projet enthousiaste, demande un chiffrage rapide pour validation",Architecte,False,1
False,Tiède,"Volume important prévu sur l'année, demande tarifs et conditions",Conducteur de travaux,True,1
True,Froid,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Chef d'agence négoce,False,0
False,Froid,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Architecte,False,0
True,Chaud,"Budget annuel disponible, cherche à référencer un nouveau fournisseur rapidement",Responsable achats,True,1
False,Tiède,"Veut voir une réf chantier avant de s'engager, à organiser une visite",Promoteur immobilier,False,0
False,Tiède,"Veut un devis rapide pour un projet de taille standard, budget disponible",Promoteur immobilier,True,1
False,Tiède,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Chef d'agence négoce,False,1
True,Chaud,"Projet résidentiel 80 unités, budget confirmé, veut nos conditions tarifaires",Chef d'agence négoce,True,1
True,Tiède,"Chantier prévu pour avril, budget validé, cherche le meilleur rapport qualité-prix",Architecte,False,1
True,Chaud,"Projet 200m² confirmé, budget débloqué, veut démarrer rapidement",Conducteur de travaux,False,1
False,Chaud,"Intéressé mais trouve nos prix trop élevés, compare avec Isover",Conducteur de travaux,False,0
False,Tiède,"Projet en attente de financement, aucune date de réalisation prévue",Chef d'agence négoce,True,0
False,Chaud,"Deadline fin du mois, project manager sur place, décision rapide attendue",Chef d'agence négoce,True,1
False,Tiède,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Promoteur immobilier,False,0
False,Tiède,"Intéressé mais le timing ne convient pas, reviendra peut-être plus tard",Architecte,False,0
False,Tiède,"Sous contrat cadre avec un concurrent, difficile de rentrer à court terme",Promoteur immobilier,True,1
False,Froid,"A posé des questions techniques, compare plusieurs fournisseurs, pas pressé",Responsable achats,False,0
False,Tiède,"Veut comparer avec 2 autres fournisseurs avant de décider, à relancer dans 6 semaines",Promoteur immobilier,False,0
True,Tiède,"A mentionné un projet pour le second semestre, pas de budget encore validé",Responsable achats,False,1
False,Tiède,"Veut comparer avec 2 autres fournisseurs avant de décider, à relancer dans 6 semaines",Chef d'agence négoce,False,0
False,Tiède,"Sensible à notre argumentaire, mais concurrent en place depuis 3 ans",Architecte,True,0
False,Tiède,"Connaît la marque de réputation, veut voir des références de chantiers similaires",Promoteur immobilier,True,0
True,Chaud,"Responsable très impliqué, veut avancer vite, budget confirmed",Promoteur immobilier,True,1
False,Tiède,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Promoteur immobilier,True,1
False,Froid,"Convoqué par son N+1, pas décideur, ne peut rien valider",Promoteur immobilier,False,0
True,Chaud,"Appel entrant - il nous a contacté directement, projet en phase de lancement",Responsable achats,True,1
False,Froid,"Prix trop élevé selon lui, travaille déjà avec un concurrent satisfaisant",Conducteur de travaux,False,0
False,Tiède,"Compare nos prix avec Isover, attend notre contre-proposition",Chef d'agence négoce,False,0
False,Froid,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Architecte,True,0
False,Tiède,"Bonne réunion, ouvert à une proposition, dépend du budget annuel",Conducteur de travaux,True,1
False,Tiède,"Pas sensible à nos arguments, resté sur ses positions tout au long de l'entretien",Conducteur de travaux,False,0
True,Chaud,"Besoin urgent avant fin mars, veut avancer rapidement, pas de concurrent mentionné",Promoteur immobilier,False,0
False,Froid,Pas de décision avant le prochain comité de direction en avril,Conducteur de travaux,True,0
True,Chaud,"Projet signé avec le maître d'ouvrage, prescrit nos produits dans les plans",Responsable achats,True,1
False,Chaud,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Conducteur de travaux,True,0
False,Froid,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Promoteur immobilier,False,0
True,Chaud,"Pas de projet à court terme, juste en phase d'information",Conducteur de travaux,True,0
True,Chaud,"Référencement en cours, premier chantier prévu en octobre, volume 500m²",Promoteur immobilier,False,1
